
PST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2013-8-9,70,63,56,54,53,51,86,72,57,30.02,29.97,29.94,10,10,7,21,11,25,T,6,Rain,258<br />
2013-8-10,70,64,58,55,54,52,87,72,57,30.07,30.04,30.01,10,10,8,23,11,28,T,6,Fog,269<br />
2013-8-11,66,61,55,54,53,52,86,77,67,30.05,30.02,29.97,10,10,10,24,12,30,0.00,5,Fog,280<br />
2013-8-12,74,65,56,56,53,51,86,70,53,30.01,29.98,29.96,10,10,10,22,10,25,0.00,3,,285<br />
2013-8-13,77,66,55,58,52,50,86,66,46,30.00,29.97,29.94,10,10,8,26,11,30,0.00,2,,294<br />
2013-8-14,71,64,56,59,55,51,86,71,55,30.00,29.97,29.93,10,10,10,28,15,33,0.00,3,Fog,285<br />
2013-8-15,77,70,62,62,60,58,93,77,60,29.98,29.96,29.93,10,10,8,23,14,29,0.00,5,,277<br />
2013-8-16,72,66,59,58,57,54,90,76,61,30.00,29.98,29.96,10,10,10,26,13,32,0.00,4,,291<br />
2013-8-17,72,66,59,57,55,53,84,71,57,30.00,29.95,29.89,10,10,10,29,13,35,0.00,5,,285<br />
2013-8-18,78,68,57,59,55,53,90,70,50,29.90,29.85,29.78,10,10,10,23,9,26,0.00,3,,304<br />
2013-8-19,74,67,59,60,56,54,78,66,53,29.90,29.86,29.81,10,10,10,28,11,32,0.00,2,,301<br />
2013-8-20,76,68,59,58,55,53,87,69,50,29.90,29.87,29.83,10,10,10,20,8,23,0.00,2,,324<br />
2013-8-21,72,65,58,54,53,51,80,67,53,29.95,29.92,29.88,10,10,10,21,9,25,0.00,3,,279<br />
2013-8-22,70,64,58,53,52,52,80,67,53,29.99,29.95,29.91,10,10,10,24,13,29,0.00,5,,265<br />
2013-8-23,66,62,57,54,53,51,80,72,63,29.96,29.90,29.84,10,10,10,25,13,31,0.00,5,,272<br />
2013-8-24,71,65,58,58,55,53,90,72,53,29.91,29.89,29.86,10,10,9,29,13,33,0.00,5,,266<br />
2013-8-25,73,68,62,61,58,55,90,76,61,29.96,29.93,29.90,10,10,7,23,7,28,0.00,6,,283<br />
2013-8-26,70,65,59,56,54,51,84,70,55,30.03,29.97,29.93,10,10,6,28,13,33,T,5,Rain,279<br />
2013-8-27,72,64,56,57,55,51,86,74,61,29.93,29.88,29.84,10,10,10,29,14,37,0.00,2,,285<br />
2013-8-28,75,67,59,60,58,55,90,76,61,29.96,29.91,29.88,10,10,10,26,13,30,0.00,5,,279<br />
2013-8-29,74,68,61,61,58,56,93,75,57,30.07,30.02,29.97,10,10,10,23,11,28,0.00,4,,286<br />
2013-8-30,78,69,60,61,58,56,90,70,50,30.05,30.00,29.93,10,10,7,29,13,35,0.00,2,,291<br />
2013-8-31,71,64,57,57,56,54,93,75,57,30.00,29.96,29.92,10,10,10,26,15,31,0.00,4,,284<br />
2013-9-1,74,66,58,60,56,53,87,68,49,29.96,29.93,29.91,10,10,10,25,13,29,0.00,4,,284<br />
2013-9-2,75,69,62,61,60,58,93,77,61,29.97,29.94,29.90,10,10,6,23,12,30,0.00,6,,277<br />
2013-9-3,73,67,60,59,56,51,84,65,46,30.02,29.98,29.95,10,10,10,24,15,31,0.00,2,,276<br />
2013-9-4,74,68,61,59,57,56,90,72,53,30.05,30.01,29.97,10,10,10,29,19,35,0.00,4,,269<br />
2013-9-5,72,66,60,57,56,54,90,74,57,30.04,30.00,29.97,10,10,10,31,21,37,0.00,3,,270<br />
2013-9-6,85,71,56,57,51,45,86,58,29,30.00,29.92,29.83,10,10,10,24,8,28,0.00,0,,287<br />
2013-9-7,88,73,58,64,54,46,86,59,31,29.88,29.85,29.81,10,10,10,21,8,25,0.00,1,,305<br />
2013-9-8,74,65,56,58,54,52,86,70,53,29.88,29.83,29.76,10,10,10,26,11,31,0.00,2,,299<br />
2013-9-9,76,66,55,58,55,52,90,70,50,29.82,29.77,29.72,10,10,10,26,11,30,0.00,1,,303<br />
2013-9-10,74,66,57,59,56,54,93,73,53,29.91,29.82,29.76,10,10,10,17,8,21,0.00,1,,230<br />
2013-9-11,74,68,62,57,55,54,78,68,57,30.00,29.97,29.91,10,10,10,18,9,23,0.00,5,,219<br />
2013-9-12,71,65,59,58,57,55,84,73,61,29.99,29.95,29.91,10,10,9,25,11,30,0.00,7,Fog,268<br />
2013-9-13,66,62,57,55,54,54,93,80,67,29.92,29.87,29.80,10,10,7,30,15,37,0.00,6,,271<br />
2013-9-14,66,62,57,55,54,53,87,77,67,29.86,29.81,29.77,10,10,9,25,16,33,0.00,7,,265<br />
2013-9-15,73,66,58,59,55,52,90,72,53,29.88,29.85,29.81,10,10,6,23,13,26,0.00,5,,276<br />
2013-9-16,71,65,59,58,55,53,90,74,57,29.91,29.87,29.81,10,10,6,31,16,39,0.00,3,,274<br />
2013-9-17,68,63,57,55,53,50,86,72,58,29.91,29.87,29.84,10,10,10,39,22,51,0.00,3,,270<br />
2013-9-18,78,66,54,55,49,47,78,60,41,29.92,29.88,29.85,10,10,10,25,10,30,0.00,1,,278<br />
2013-9-19,80,67,54,56,50,46,77,58,38,29.87,29.82,29.76,10,10,10,26,10,33,0.00,0,,297<br />
2013-9-20,73,65,56,59,56,50,87,70,53,29.88,29.84,29.79,10,10,9,17,10,23,0.00,6,,248<br />
2013-9-21,68,63,58,59,56,53,90,75,59,29.91,29.85,29.82,10,9,2,24,12,28,0.23,6,Rain,218<br />
2013-9-22,70,63,55,55,53,49,93,70,47,30.02,29.97,29.92,10,10,10,29,10,35,0.00,1,,292<br />
2013-9-23,78,68,57,58,54,50,78,64,50,30.03,29.99,29.95,10,10,10,24,9,30,0.00,0,,294<br />
2013-9-24,71,65,58,54,52,50,78,66,53,30.01,29.97,29.93,10,10,10,36,19,43,0.00,1,,277<br />
2013-9-25,67,62,56,51,47,45,83,64,45,29.95,29.91,29.84,10,10,10,35,20,45,0.00,1,,281<br />
2013-9-26,71,62,53,46,43,38,72,53,33,29.99,29.92,29.85,10,10,10,24,11,29,0.00,0,,281<br />
2013-9-27,78,66,54,47,41,34,67,46,25,30.11,30.06,30.00,10,10,10,23,7,28,0.00,0,,279<br />
2013-9-28,78,66,53,55,48,38,84,60,35,30.10,30.06,30.02,10,10,10,28,9,32,0.00,1,,296<br />
2013-9-29,75,66,57,59,56,53,87,70,53,30.11,30.09,30.06,10,10,10,16,7,21,0.00,3,,253<br />
2013-9-30,73,66,59,60,57,43,87,69,51,30.07,30.03,29.98,10,10,10,22,10,26,T,4,Fog,264<br />
2013-10-1,69,63,56,50,48,46,77,61,45,30.03,29.98,29.94,10,10,10,22,13,26,0.00,3,,273<br />
2013-10-2,69,62,54,49,46,44,77,61,45,30.02,29.98,29.94,10,10,10,29,14,35,0.00,2,,280<br />
2013-10-3,70,62,54,44,41,35,66,47,28,30.09,30.02,29.96,10,10,10,25,13,30,0.00,0,,294<br />
2013-10-4,76,69,61,51,42,28,53,38,22,30.10,30.05,29.98,10,10,10,22,9,25,0.00,0,,13<br />
2013-10-5,80,69,57,52,36,24,56,36,15,30.20,30.14,30.10,10,10,10,12,5,13,0.00,0,,122<br />
2013-10-6,83,70,56,52,44,27,66,40,13,30.13,30.07,30.00,10,10,10,14,5,15,0.01,4,,345<br />
2013-10-7,80,68,56,49,41,31,72,46,19,30.00,29.95,29.89,10,10,10,28,9,31,0.00,3,,295<br />
2013-10-8,72,62,52,50,47,44,77,59,41,29.92,29.84,29.74,10,10,10,20,10,24,0.00,2,,278<br />
2013-10-9,68,60,52,48,45,39,83,60,37,29.77,29.69,29.64,10,10,10,17,8,21,0.00,2,,286<br />
2013-10-10,70,62,53,52,47,43,77,61,45,30.02,29.91,29.77,10,10,10,13,5,15,0.00,1,,302<br />
2013-10-11,63,57,51,49,47,45,83,70,56,30.09,30.04,30.00,10,10,10,25,9,30,0.00,4,,275<br />
2013-10-12,64,56,47,50,46,42,89,71,53,30.02,29.98,29.91,10,8,0,32,13,40,0.00,3,Fog,252<br />
2013-10-13,73,62,51,51,47,40,89,60,31,30.07,30.01,29.94,10,10,10,22,7,26,0.00,1,,286<br />
2013-10-14,77,64,51,50,41,36,71,49,27,30.12,30.06,30.01,10,10,10,18,5,,0.00,0,,272<br />
2013-10-15,80,67,53,50,37,31,61,40,18,30.05,30.01,29.96,10,10,10,21,5,22,0.00,0,,294<br />
2013-10-16,80,67,53,54,42,32,63,41,19,30.09,30.05,30.00,10,10,10,13,4,14,0.00,1,,305<br />
2013-10-17,81,68,54,53,45,35,72,56,39,30.09,30.03,29.97,10,10,10,20,7,24,0.00,0,,306<br />
2013-10-18,68,60,51,52,48,46,83,66,48,30.06,30.02,29.99,10,10,10,23,10,25,0.00,1,,294<br />
2013-10-19,74,62,49,52,48,45,86,65,44,30.09,30.04,30.00,10,10,10,21,9,23,0.00,0,,301<br />
2013-10-20,64,57,49,52,47,45,93,77,60,30.03,29.99,29.92,10,8,0,22,11,26,0.00,2,Fog,290<br />
2013-10-21,61,55,48,50,47,45,93,80,67,30.03,29.98,29.93,10,10,7,21,9,25,0.00,3,,284<br />
2013-10-22,64,56,47,51,48,46,100,82,64,30.03,29.99,29.93,10,5,0,21,10,25,0.00,5,Fog,281<br />
2013-10-23,61,55,49,51,48,46,93,83,72,30.00,29.96,29.91,10,7,2,23,9,28,0.00,6,Fog,282<br />
2013-10-24,60,57,53,48,47,45,83,73,62,30.12,30.05,29.99,10,10,8,15,9,20,0.00,6,,269<br />
2013-10-25,67,59,50,50,47,45,86,69,52,30.18,30.13,30.09,10,10,10,21,9,24,0.00,4,,263<br />
2013-10-26,70,60,49,53,48,43,89,67,44,30.15,30.09,30.02,10,10,10,22,9,25,0.00,1,Fog,292<br />
2013-10-27,60,55,50,49,47,45,89,76,62,30.04,29.90,29.69,10,10,10,43,18,51,T,6,Rain,267<br />
2013-10-28,61,57,52,48,46,44,83,69,55,29.86,29.75,29.69,10,10,10,36,15,43,0.00,5,,263<br />
2013-10-29,63,58,52,48,45,42,83,66,48,30.06,29.97,29.87,10,10,10,17,7,21,0.00,4,,256<br />
2013-10-30,65,57,48,50,45,42,83,66,48,30.16,30.11,30.07,10,10,10,18,7,22,0.00,2,,286<br />
2013-10-31,70,59,48,51,43,38,71,54,37,30.19,30.13,30.08,10,10,10,14,4,,0.00,0,,300<br />
2013-11-1,74,63,51,53,45,41,77,57,37,30.14,30.08,30.01,10,10,10,15,4,18,0.00,0,,315<br />
2013-11-2,63,57,50,51,47,41,89,73,56,30.03,29.99,29.93,10,9,2,28,13,33,0.00,3,,284<br />
2013-11-3,63,55,47,45,41,34,77,56,34,30.06,29.99,29.94,10,10,10,22,9,24,0.00,4,,277<br />
2013-11-4,67,56,44,43,39,32,80,56,31,30.07,30.00,29.94,10,10,10,23,9,28,0.00,0,,286<br />
2013-11-5,71,61,50,45,38,29,66,44,22,30.22,30.16,30.08,10,10,10,15,4,17,0.00,1,,279<br />
2013-11-6,70,61,51,49,42,36,72,52,31,30.26,30.21,30.16,10,10,9,5,0,6,0.00,5,,68<br />
2013-11-7,71,64,56,51,46,40,80,61,42,30.18,30.13,30.09,10,10,9,22,8,26,0.00,4,,284<br />
2013-11-8,70,60,50,53,48,40,100,72,43,30.10,30.05,29.98,10,7,0,24,8,26,0.00,2,Fog,269<br />
2013-11-9,66,57,48,53,47,40,80,64,48,30.05,30.01,29.97,10,10,9,12,3,14,0.00,1,,334<br />
2013-11-10,64,58,51,51,48,45,83,72,60,30.13,30.09,30.04,10,10,9,13,5,16,0.00,3,,269<br />
2013-11-11,62,58,54,51,49,46,83,72,60,30.17,30.13,30.09,10,9,6,12,5,15,0.00,7,,76<br />
2013-11-12,70,64,57,53,50,46,77,62,47,30.27,30.23,30.17,10,10,10,18,7,22,T,4,,312<br />
2013-11-13,68,60,52,55,51,47,93,77,60,30.25,30.18,30.12,10,10,9,23,8,26,0.00,3,Fog,303<br />
2013-11-14,61,56,51,52,49,45,96,84,71,30.13,30.03,29.90,10,10,8,29,13,37,0.00,5,,266<br />
2013-11-15,65,58,50,46,44,41,83,66,48,29.89,29.82,29.76,10,10,10,35,12,40,0.00,1,,268<br />
2013-11-16,62,56,49,50,46,42,83,67,51,29.94,29.86,29.79,10,10,10,26,14,35,0.00,2,,273<br />
2013-11-17,63,56,49,49,45,42,89,69,48,30.10,30.03,29.94,10,10,10,13,6,16,0.00,4,,245<br />
2013-11-18,60,53,46,46,44,40,82,69,55,30.16,30.12,30.10,10,10,10,15,5,18,0.00,5,,199<br />
2013-11-19,61,58,54,55,50,45,93,80,66,30.10,30.03,29.95,10,9,6,14,7,16,0.28,7,Rain,131<br />
2013-11-20,59,55,51,56,53,47,93,90,86,29.94,29.90,29.85,10,9,4,22,7,24,0.63,7,Rain,239<br />
2013-11-21,62,56,50,49,42,32,93,64,35,29.99,29.94,29.91,10,10,9,32,11,39,T,5,Rain,349<br />
2013-11-22,69,63,57,39,32,25,40,30,19,30.03,29.97,29.91,10,10,10,26,14,32,0.00,1,,47<br />
2013-11-23,65,58,50,45,38,31,71,50,28,30.11,30.04,29.97,10,10,10,22,5,32,0.00,0,,79<br />
2013-11-24,60,53,45,49,43,39,86,70,53,30.26,30.19,30.12,10,10,10,9,3,10,0.00,0,,319<br />
2013-11-25,61,53,44,46,43,38,86,70,53,30.33,30.28,30.25,10,10,9,7,2,10,0.00,1,,180<br />
2013-11-26,62,55,47,47,44,39,86,65,43,30.27,30.16,30.04,10,9,6,7,2,8,0.00,5,,100<br />
2013-11-27,62,55,48,49,45,41,86,69,52,30.03,29.92,29.85,10,9,7,7,1,7,0.00,5,,137<br />
2013-11-28,66,58,49,51,44,37,83,64,44,30.08,29.96,29.88,10,9,7,16,4,18,0.00,3,,280<br />
2013-11-29,62,54,46,51,45,38,77,70,63,30.22,30.15,30.09,10,10,9,24,3,28,0.00,0,Fog,316<br />
2013-11-30,63,54,45,51,47,41,93,79,65,30.28,30.25,30.19,10,6,0,15,4,20,0.00,3,Fog,303<br />
2013-12-1,67,57,46,50,46,41,86,66,46,30.35,30.27,30.22,10,10,9,14,4,16,0.00,1,,308<br />
2013-12-2,62,54,46,54,49,44,96,80,64,30.22,30.10,29.99,10,8,0,33,14,38,T,5,Fog-Rain,277<br />
2013-12-3,56,51,46,54,38,25,93,69,45,29.98,29.92,29.87,10,10,4,24,14,31,0.00,4,,285<br />
2013-12-4,52,46,39,31,26,21,62,46,30,30.09,30.04,29.96,10,10,10,14,5,16,0.00,0,,309<br />
2013-12-5,51,43,35,31,24,18,64,45,26,30.18,30.14,30.09,10,10,10,12,4,14,0.00,0,,196<br />
2013-12-6,53,45,37,48,37,31,80,65,50,30.19,30.10,29.94,10,10,6,30,9,43,0.29,6,Rain,180<br />
2013-12-7,52,45,38,48,32,24,89,63,36,30.25,30.09,29.94,10,10,3,29,13,36,0.06,3,Rain,293<br />
2013-12-8,47,42,36,31,24,17,70,53,36,30.33,30.28,30.24,10,10,10,22,10,24,0.00,2,,64<br />
2013-12-9,52,44,36,31,23,18,70,49,28,30.43,30.37,30.32,10,10,10,20,8,23,0.00,0,,113<br />
2013-12-10,52,43,34,35,30,27,70,56,42,30.40,30.30,30.22,10,10,10,10,3,13,0.00,2,,138<br />
2013-12-11,57,48,38,36,32,27,85,60,35,30.25,30.21,30.18,10,10,10,14,3,16,0.00,1,,130<br />
2013-12-12,54,46,38,44,35,29,86,67,48,30.27,30.23,30.18,10,10,7,16,4,20,0.00,1,,278<br />
2013-12-13,53,47,40,45,41,38,89,76,63,30.34,30.28,30.25,10,9,7,12,4,14,0.00,2,,353<br />
2013-12-14,61,50,39,42,37,33,85,61,36,30.40,30.35,30.32,10,10,8,9,2,10,0.00,1,,263<br />
2013-12-15,60,50,40,44,38,34,76,60,43,30.36,30.30,30.24,10,9,7,10,2,12,0.00,3,,102<br />
2013-12-16,65,54,43,44,37,33,77,54,31,30.23,30.18,30.13,10,10,10,10,2,13,0.00,5,,113<br />
2013-12-17,59,53,46,46,41,36,77,60,43,30.18,30.11,30.04,9,6,5,7,3,8,0.00,6,,96<br />
2013-12-18,57,51,44,46,43,38,77,72,66,30.03,29.91,29.80,10,9,6,35,12,40,0.00,6,,274<br />
2013-12-19,59,53,47,43,36,23,77,52,27,29.94,29.83,29.74,10,10,10,36,12,43,0.00,2,,306<br />
2013-12-20,60,50,40,43,32,21,71,50,29,30.02,29.98,29.94,10,10,10,15,5,18,0.00,1,,257<br />
2013-12-21,60,54,47,47,45,43,86,74,62,30.09,30.03,29.98,10,10,10,17,7,21,0.00,1,,288<br />
2013-12-22,65,54,43,47,42,37,89,64,39,30.29,30.21,30.10,10,10,10,9,1,10,0.00,1,,337<br />
2013-12-23,60,52,44,45,40,37,80,64,47,30.40,30.35,30.30,10,9,7,8,1,9,0.00,1,,32<br />
2013-12-24,59,52,45,47,41,38,76,64,51,30.34,30.27,30.21,10,9,7,8,2,24,0.00,2,,308<br />
2013-12-25,63,53,42,44,40,36,76,60,43,30.29,30.25,30.20,10,10,9,6,1,8,0.00,0,,218<br />
2013-12-26,62,53,43,46,41,38,83,63,43,30.26,30.22,30.17,10,9,7,7,1,8,0.00,0,,24<br />
2013-12-27,57,50,43,45,41,37,76,64,51,30.24,30.19,30.13,10,10,8,8,2,9,0.00,4,,60<br />
2013-12-28,63,52,40,45,38,29,85,59,32,30.16,30.10,30.04,10,10,9,10,2,13,0.00,0,,262<br />
2013-12-29,68,55,42,37,29,16,71,43,14,30.18,30.13,30.10,10,10,10,13,3,26,0.00,0,,129<br />
2013-12-30,59,51,42,46,40,33,86,65,43,30.26,30.22,30.18,10,10,9,13,3,15,0.00,3,,312<br />
2013-12-31,59,50,41,45,40,35,93,73,53,30.28,30.22,30.17,10,7,0,13,3,15,0.00,3,Fog,278<br />
